STATE,DISTRICT,STATION,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Andaman And Nicobar,Nicobar,Campbell Bay,25.6,2026-06-15,00:30:00,97.0,2026-06-14,00:30:00,2026-06-15 00:53:11,28.950000000000045,Zone 4,61.8,Zone 5,28.7,Zone 4,53.0,Zone 5,35.9,Zone 4,61.3,Zone 5,55.3,Zone 5,64.2,Zone 5,61.8,Zone 5,66.3,Zone 5
Andaman And Nicobar,Nicobar,Car Nicobar,27.2,2026-06-15,00:30:00,93.0,2026-06-14,00:30:00,2026-06-15 00:53:11,32.05000000000001,Zone 4,63.4,Zone 5,31.5,Zone 4,59.5,Zone 5,43.3,Zone 5,63.0,Zone 5,60.0,Zone 5,65.6,Zone 5,63.4,Zone 5,67.5,Zone 5
Andaman And Nicobar,Nicobar,Nancowry,35.4,2026-06-15,00:30:00,97.0,2026-06-14,00:30:00,2026-06-15 00:53:11,78.95000000000005,Zone 6,88.1,Zone 6,79.3,Zone 6,84.5,Zone 6,82.3,Zone 6,87.4,Zone 6,85.2,Zone 6,90.2,Zone 6,88.1,Zone 6,93.1,Zone 6
Andaman And Nicobar,N M Andaman,Mayabunder,26.4,2026-06-15,00:30:00,98.0,2026-06-14,00:30:00,2026-06-15 00:53:11,30.75,Zone 4,63.7,Zone 5,31.0,Zone 4,59.7,Zone 5,44.5,Zone 5,63.3,Zone 5,60.3,Zone 5,65.8,Zone 5,63.7,Zone 5,67.7,Zone 5
Andaman And Nicobar,N M Andaman,Rangat Nimbutala,26.6,2026-06-15,00:30:00,96.0,2026-06-14,00:30:00,2026-06-15 00:53:11,30.950000000000045,Zone 4,63.2,Zone 5,30.8,Zone 4,59.2,Zone 5,42.1,Zone 5,62.8,Zone 5,59.8,Zone 5,65.4,Zone 5,63.2,Zone 5,67.4,Zone 5
Andaman And Nicobar,South Andaman,Ferrargunj,26.4,2026-06-15,00:45:00,82.0,2026-06-14,00:45:00,2026-06-15 00:53:11,28.950000000000045,Zone 4,60.2,Zone 5,29.1,Zone 4,45.5,Zone 5,35.6,Zone 4,59.8,Zone 5,47.8,Zone 5,62.9,Zone 5,60.2,Zone 5,65.1,Zone 5
Andaman And Nicobar,South Andaman,Hut Bay,26.0,2026-06-15,00:30:00,99.0,2026-06-14,00:30:00,2026-06-15 00:53:11,29.950000000000045,Zone 4,63.0,Zone 5,30.0,Zone 4,58.7,Zone 5,40.9,Zone 5,62.6,Zone 5,59.5,Zone 5,65.2,Zone 5,63.0,Zone 5,67.2,Zone 5
Andaman And Nicobar,South Andaman,Shaheed Dweep,27.7,2026-06-15,00:30:00,97.0,2026-06-14,00:30:00,2026-06-15 00:53:11,34.05000000000001,Zone 4,65.2,Zone 5,33.5,Zone 4,61.5,Zone 5,53.6,Zone 5,64.8,Zone 5,62.1,Zone 5,67.1,Zone 5,65.2,Zone 5,68.8,Zone 5
Andaman And Nicobar,South Andaman,Sri Vijaya Puram Aws400,30.2,2026-06-15,00:45:00,95.0,2026-06-14,00:45:00,2026-06-15 00:53:11,57.450000000000045,Zone 5,69.1,Zone 5,54.9,Zone 5,66.3,Zone 5,63.4,Zone 5,68.7,Zone 5,66.8,Zone 5,70.4,Zone 5,69.1,Zone 5,72.0,Zone 6
Andaman And Nicobar,South Andaman,Swaraj Deep,28.0,2026-06-15,00:45:00,76.0,2026-06-14,00:45:00,2026-06-15 00:53:11,31.25,Zone 4,61.2,Zone 5,31.3,Zone 4,50.4,Zone 5,37.8,Zone 4,60.8,Zone 5,52.7,Zone 5,63.7,Zone 5,61.2,Zone 5,65.9,Zone 5
