STATE,DISTRICT,STATION,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Andaman And Nicobar,Nicobar,Car Nicobar,26.5,2026-05-04,00:15:00,91.0,2026-05-03,00:15:00,2026-05-04 00:26:56,30.150000000000034,Zone 4,62.2,Zone 5,30.1,Zone 4,55.0,Zone 5,37.3,Zone 4,61.8,Zone 5,57.2,Zone 5,64.5,Zone 5,62.2,Zone 5,66.6,Zone 5
Andaman And Nicobar,N M Andaman,Rangat Nimbutala,26.2,2026-05-04,00:15:00,95.0,2026-05-03,00:15:00,2026-05-04 00:26:56,29.950000000000045,Zone 4,62.2,Zone 5,29.5,Zone 4,55.1,Zone 5,36.8,Zone 5,61.8,Zone 5,57.2,Zone 5,64.5,Zone 5,62.2,Zone 5,66.6,Zone 5
Andaman And Nicobar,South Andaman,Ferrargunj,25.0,2026-05-04,00:15:00,82.0,2026-05-03,00:15:00,2026-05-04 00:26:56,26.650000000000034,Zone 4,54.6,Zone 5,26.6,Zone 4,37.8,Zone 4,32.7,Zone 4,53.0,Zone 5,38.4,Zone 4,60.8,Zone 5,54.6,Zone 5,63.4,Zone 5
Andaman And Nicobar,South Andaman,Hut Bay,24.5,2026-05-04,00:15:00,99.0,2026-05-03,00:15:00,2026-05-04 00:26:56,26.950000000000045,Zone 4,60.5,Zone 5,27.0,Zone 4,46.7,Zone 5,33.9,Zone 4,60.1,Zone 5,49.1,Zone 5,63.1,Zone 5,60.5,Zone 5,65.3,Zone 5
Andaman And Nicobar,South Andaman,Shaheed Dweep,25.4,2026-05-04,00:15:00,99.0,2026-05-03,00:15:00,2026-05-04 00:26:56,28.650000000000034,Zone 4,62.2,Zone 5,28.9,Zone 4,54.9,Zone 5,36.7,Zone 5,61.7,Zone 5,57.1,Zone 5,64.5,Zone 5,62.2,Zone 5,66.6,Zone 5
Andaman And Nicobar,South Andaman,Sri Vijaya Puram Aws400,27.5,2026-05-04,00:15:00,91.0,2026-05-03,00:15:00,2026-05-04 00:26:56,32.450000000000045,Zone 4,63.9,Zone 5,32.4,Zone 4,59.9,Zone 5,45.7,Zone 5,63.5,Zone 5,60.5,Zone 5,66.0,Zone 5,63.9,Zone 5,67.8,Zone 5
Andaman And Nicobar,South Andaman,Swaraj Deep,25.2,2026-05-04,00:15:00,87.0,2026-05-03,00:15:00,2026-05-04 00:26:56,27.25,Zone 4,58.5,Zone 5,27.0,Zone 4,39.5,Zone 5,33.3,Zone 4,57.1,Zone 5,41.5,Zone 5,61.7,Zone 5,58.5,Zone 5,64.1,Zone 5
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley,21.9,2026-05-04,00:00:00,90.0,2026-05-03,00:00:00,2026-05-04 00:26:56,23.25,Zone 3,41.9,Zone 5,23.3,Zone 3,33.5,Zone 4,28.6,Zone 4,40.6,Zone 5,34.0,Zone 4,55.8,Zone 5,41.9,Zone 5,61.0,Zone 5
Andhra Pradesh,Alluri Sitharama Raju,Chintapalli Amfu,22.4,2026-05-04,00:00:00,84.0,2026-05-03,00:00:00,2026-05-04 00:26:56,23.55000000000001,Zone 3,40.6,Zone 5,23.6,Zone 3,33.8,Zone 4,28.9,Zone 4,39.4,Zone 5,34.2,Zone 4,54.6,Zone 5,40.6,Zone 5,60.8,Zone 5
Andhra Pradesh,Anakapalli,Yellamanchilli Vskp,25.4,2026-05-03,23:30:00,100.0,2026-05-03,23:30:00,2026-05-04 00:26:56,28.75,Zone 4,62.4,Zone 5,29.0,Zone 4,55.9,Zone 5,37.6,Zone 5,62.0,Zone 5,58.0,Zone 5,64.7,Zone 5,62.4,Zone 5,66.7,Zone 5
Andhra Pradesh,Anantapur,Kh Govtdegcollege Dharmavaram,32.2,2026-05-04,00:15:00,55.0,2026-05-03,00:15:00,2026-05-04 00:26:56,35.950000000000045,Zone 4,61.7,Zone 5,35.6,Zone 4,52.8,Zone 5,41.4,Zone 4,61.3,Zone 5,55.1,Zone 5,64.1,Zone 5,61.7,Zone 5,66.3,Zone 5
