STATE,DISTRICT,STATION,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Andaman And Nicobar,Nicobar,Campbell Bay,26.4,2026-06-01,00:00:00,96.0,2026-05-31,00:00:00,2026-06-01 00:20:28,30.55000000000001,Zone 4,63.2,Zone 5,30.8,Zone 4,59.2,Zone 5,42.1,Zone 5,62.8,Zone 5,59.8,Zone 5,65.4,Zone 5,63.2,Zone 5,67.4,Zone 5
Andaman And Nicobar,Nicobar,Car Nicobar,26.2,2026-06-01,00:00:00,96.0,2026-05-31,00:00:00,2026-06-01 00:20:28,30.05000000000001,Zone 4,62.4,Zone 5,29.6,Zone 4,56.0,Zone 5,37.8,Zone 5,62.0,Zone 5,58.2,Zone 5,64.7,Zone 5,62.4,Zone 5,66.8,Zone 5
Andaman And Nicobar,Nicobar,Nancowry,38.5,2026-06-01,00:00:00,98.0,2026-05-31,00:00:00,2026-06-01 00:20:28,92.55000000000001,Zone 6,101.2,Zone 6,92.6,Zone 6,97.5,Zone 6,95.5,Zone 6,100.3,Zone 6,98.3,Zone 6,103.1,Zone 6,101.2,Zone 6,105.9,Zone 6
Andaman And Nicobar,N M Andaman,Mayabunder,26.3,2026-06-01,00:00:00,98.0,2026-05-31,00:00:00,2026-06-01 00:20:28,30.55000000000001,Zone 4,63.7,Zone 5,31.0,Zone 4,59.7,Zone 5,44.5,Zone 5,63.3,Zone 5,60.3,Zone 5,65.8,Zone 5,63.7,Zone 5,67.7,Zone 5
Andaman And Nicobar,South Andaman,Ferrargunj,26.0,2026-06-01,00:15:00,82.0,2026-05-31,00:15:00,2026-06-01 00:20:28,28.25,Zone 4,59.4,Zone 5,28.3,Zone 4,41.8,Zone 5,34.6,Zone 4,59.0,Zone 5,44.0,Zone 5,62.2,Zone 5,59.4,Zone 5,64.6,Zone 5
Andaman And Nicobar,South Andaman,Hut Bay,25.7,2026-06-01,00:00:00,99.0,2026-05-31,00:00:00,2026-06-01 00:20:28,29.350000000000023,Zone 4,62.2,Zone 5,28.9,Zone 4,54.9,Zone 5,36.7,Zone 5,61.7,Zone 5,57.1,Zone 5,64.5,Zone 5,62.2,Zone 5,66.6,Zone 5
Andaman And Nicobar,South Andaman,Shaheed Dweep,26.0,2026-06-01,00:00:00,99.0,2026-05-31,00:00:00,2026-06-01 00:20:28,29.950000000000045,Zone 4,63.0,Zone 5,30.0,Zone 4,58.7,Zone 5,40.9,Zone 5,62.6,Zone 5,59.5,Zone 5,65.2,Zone 5,63.0,Zone 5,67.2,Zone 5
Andaman And Nicobar,South Andaman,Sri Vijaya Puram Aws400,29.9,2026-06-01,00:15:00,93.0,2026-05-31,00:15:00,2026-06-01 00:20:28,49.75,Zone 5,68.6,Zone 5,51.1,Zone 5,65.7,Zone 5,62.7,Zone 5,68.2,Zone 5,66.2,Zone 5,70.0,Zone 5,68.6,Zone 5,71.4,Zone 5
Andaman And Nicobar,South Andaman,Swaraj Deep,25.7,2026-06-01,00:15:00,87.0,2026-05-31,00:15:00,2026-06-01 00:20:28,28.150000000000034,Zone 4,59.7,Zone 5,27.8,Zone 4,43.0,Zone 5,34.3,Zone 4,59.3,Zone 5,45.2,Zone 5,62.4,Zone 5,59.7,Zone 5,64.8,Zone 5
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley,25.2,2026-06-01,00:00:00,94.0,2026-05-31,00:00:00,2026-06-01 00:20:28,27.850000000000023,Zone 4,60.3,Zone 5,27.5,Zone 4,45.9,Zone 5,34.3,Zone 4,59.9,Zone 5,48.3,Zone 5,62.9,Zone 5,60.3,Zone 5,65.2,Zone 5
